year,program_id,category,title,session,authors_affiliations,doi,doi_url,abstract_source_url,abstract_summary_ko,abstract_note
2023,S08-06,adjacent,Experimental Identification of the Failure Modes and Failure Mechanisms of Fiber to Waveguide Couplings Under Cyclic Tensile Loading,Session 08 - Novel Reliability Test Methods,"Assane Dione, Jean-Francois Morissette, Julien Sylvestre, Patrick Jacques - University of Sherbrooke; Richard Langlois, Papa Momar Souare - IBM Canada, Ltd.",10.1109/ectc51909.2023.00061,https://doi.org/10.1109/ectc51909.2023.00061,https://www.semanticscholar.org/paper/fdc07799a66f6515d5bb7d9ae0be3d7575dcc2e9,광섬유-도파로 결합부를 반복 인장하며 12채널 삽입손실을 연속 측정해 박리·미끄럼·섬유 파단의 고장 모드를 분리했다.,
2023,S08-07,core,A Predictive Metallographic Means to Identify the Relative Risk of Failure for Plated Micro Vias,Session 08 - Novel Reliability Test Methods,"Roger Massey, Tobias Bernhard, Kilian Klaeden, Sebastian Zarwell, Edith Steinhaeuser, Sascha Dieter, Stefan Kempa, Frank Bruening - MKS Atotech",10.1109/ectc51909.2023.00062,https://doi.org/10.1109/ectc51909.2023.00062,https://www.semanticscholar.org/paper/e5640a204b63a43a4f5b15035632fd9d117a3c9a,도금 마이크로비아 단면의 금속조직 특징을 이용해 열사이클 이전에 상대적 파손 위험을 가려내는 예측형 분석 절차를 제안했다.,
2023,S10-06,core,New Methodology Assessment of Copper Trace and Solder Joint Fatigue Failures in Board-Level Random Vibrations for Automotive Applications,Session 10 - Packaging Interconnects,"Valeriy Khaldarov, Alexander Shalumov - ASONIKA, LLC; Andy Zhang - Texas Instruments, Inc.; Dongji Xie, Minghong Jian - Nvidia Corporation; Jeffrey Lee - iST-Integrated Service Technology, Inc.; Xue Shi - Bosch Automotive Products Co., Ltd.; Romuald Roucou - NXP Semiconductor, Inc.; Sushil Doranga - Lamar University; Brian Kelly - Advanced Micro Devices, Inc.",10.1109/ectc51909.2023.00075,https://doi.org/10.1109/ectc51909.2023.00075,https://www.semanticscholar.org/paper/da9476183d22ad367398ac555f5e3e959897ae51,보드 무작위 진동에서 구리 배선과 솔더 조인트의 피로 파손을 분리·평가하고 시험과 해석을 연결하는 새 방법론을 검토했다.,
2023,S11-01,adjacent,Electromechanical and Thermal Characterization of Printed Liquid Metal Ink on Stretchable Substrate for Soft Robotics Multi-Sensing Applications,Session 11 - Additive Manufacturing and Packaging for Flexible Electronics,"El Mehdi Abbara, Mohammed Alhendi, Riadh Al-haidari, Nathaniel Gee, Mark Poliks - Binghamton University; Emily Boggs, Tan Yewteck, Deepak Trivedi - GE Research; Zachary Farrell, Christopher Tabor - AFRL",10.1109/ectc51909.2023.00077,https://doi.org/10.1109/ectc51909.2023.00077,https://www.semanticscholar.org/paper/df9bcc9c45b677f3e79044c3e2a6f85141f35266,신축 기판에 인쇄한 액체금속 잉크의 변형-전기 응답과 열·기계 특성을 측정해 소프트 로봇 센싱 적합성을 평가했다.,
2023,S11-03,adjacent,Additively Manufactured Flexible Material Characterization and On-Demand “Smart” Packaging Topologies for 5G/mmWave Wearable Applications,Session 11 - Additive Manufacturing and Packaging for Flexible Electronics,"Kexin Hu, Yi Zhou, Suresh Sitaraman, Manos Tentzeris - Georgia Institute of Technology",10.1109/ectc51909.2023.00079,https://doi.org/10.1109/ectc51909.2023.00079,https://www.semanticscholar.org/paper/564f1885f233612bc3ee8bc23e87e04c4030b67d,적층제조한 유연 소재의 전기·기계 물성을 특성화하고 5G/mmWave 웨어러블 패키지 설계에 반영했다.,
2023,S12-06,core,A Novel Approach to Measure and Characterize Radiation Patterns of Antenna-in-Package,Session 12 - mm Wave Antenna-in-Package and Arrays,"Aditya Jogalekar, Oscar Medina, Andrew Blanchard, Rashaunda Henderson - University of Texas, Dallas; Mahadevan Iyer - Amkor Technology, Inc.; Rajen Murugan, Harshpreet Bakshi, Hassan Ali - Texas Instruments, Inc.",10.1109/ectc51909.2023.00089,https://doi.org/10.1109/ectc51909.2023.00089,https://www.semanticscholar.org/paper/2b9bafef91b2fdae5cdf864e0eceb291978953ac,Antenna-in-Package의 방사 패턴을 실제 사용 조건에 가깝게 측정·특성화하기 위한 새로운 장치 구성과 보정 접근을 제시했다.,
2023,S13-06,adjacent,Thermal and Mechanical Characterization of Embedded PTCQ Packaging Test Chip Die,Session 13 - Wafer/Panel-Level and Advanced Substrate Technologies,"Gerald Weis, Timo Schwarz, Johannes Stahr, Andreas Zluc - AT&S AG; Vladimir Cherman, Geert Van der Plas - imec",10.1109/ectc51909.2023.00096,https://doi.org/10.1109/ectc51909.2023.00096,https://www.semanticscholar.org/paper/8ede6709f980b9c639fd6ca265a3f828c91cb714,내장 PTCQ 시험칩의 온도·하중 응답을 실험과 열기계 해석으로 비교해 패키지 물성을 검증했다.,
2023,S14-01,adjacent,Characterization of 300 mm Low Temperature SiCN PVD Films for Hybrid Bonding Application,Session 14 - Advances in Heterogeneous Integration Bonding Technology,"Xavier Brun, Md M. Hasan - Intel Corporation; Patrick Carazzetti, Carl Drechsel, Ewald Strolz - Evatec AG",10.1109/ectc51909.2023.00098,https://doi.org/10.1109/ectc51909.2023.00098,https://www.semanticscholar.org/paper/d17dc656c97edd4467bbb70be1e37290aa27b2b0,300 mm 저온 PVD SiCN 막의 조성·표면·접합 관련 물성을 측정해 하이브리드 본딩 적용 가능성을 평가했다.,
2023,S14-07,adjacent,Micro-Structure Analysis of Solder Joint Using Room Temperature Laser-Assisted Bonding (LAB) Process,Session 14 - Advances in Heterogeneous Integration Bonding Technology,"Yoon Hwan Moon, Jiho Joo, Gwang-Mun Choi, Chanmi Lee, Ki-Seok Jang, Jin-Hyuk Oh, In-Seok Kye, Yong-Sung Eom, Kwang-Seong Choi - Electronics Telecommunications Research Institute; Yong-Jun Oh - Hanbat National University",10.1109/ectc51909.2023.00104,https://doi.org/10.1109/ectc51909.2023.00104,https://www.semanticscholar.org/paper/5ca124484f08891f8e0cca64e033c0e3fe2b3c45,상온 레이저 보조 본딩으로 만든 솔더 조인트의 미세조직과 계면을 현미경·성분 분석으로 비교했다.,
2023,S17-04,core,Substrate Copper Trace Crack Characterization and Simulation,Session 17 - Advanced Reliability Modelling and Characterization,"Wei Yu, Faxing Che, Yeow Chon Ong, Hong Wan Ng - Micron Semiconductor Asia Operations Pte. Ltd; Vance Liu, Milly Lin, Jay Lin - Micron Memory Taiwan Co., Ltd.; Brad Rumsey, Christopher Glancey - Micron Technology, Inc.",10.1109/ectc51909.2023.00122,https://doi.org/10.1109/ectc51909.2023.00122,https://www.semanticscholar.org/paper/1c2530e1d1b85154badf7febc637fcb515f80e0f,기판 구리 배선 균열의 형상과 원인을 단면·재료 분석으로 특정하고 시뮬레이션과 대조해 파손 거동을 설명했다.,
2023,S18-05,adjacent,Scalable Fiber-Array-to-Chip Interconnections with Sub-Micron Alignment Accuracy,Session 18 - Advanced Photonic Packaging and Interconnect,"Shengtao Yu, Muhannad S. Bakir, Thomas Gaylord - Georgia Institute of Technology",10.1109/ectc51909.2023.00130,https://doi.org/10.1109/ectc51909.2023.00130,https://www.semanticscholar.org/paper/fec9547fe9dbdd2260e899dc0d3b52295bb61435,파이버 배열-포토닉칩 결합에서 서브마이크론 정렬 정확도를 달성하고 광결합 손실·조립 재현성으로 성능을 검증했다.,
2023,S18-06,adjacent,"Realization, Multi-Field Coupled Simulation and Characterization of a Thermo-Mechanically Robust LiDAR Front End on a Copper Coated Glass Substrate",Session 18 - Advanced Photonic Packaging and Interconnect,"Marcel Kettelgerdes, Amit Pandey, Gordon Elger - Technical University of Applied Science Ingolstadt; Peter Meszmer, Majid Tavakolibasti, Bernhard Wunderle - Chemnitz University of Technology; Michael J. Haeussler, Gunnar Bottger - Fraunhofer IZM; Huseyin Erdogan - Continental AG; Ralph Schacht - Brandenburg University of Technology",10.1109/ectc51909.2023.00131,https://doi.org/10.1109/ectc51909.2023.00131,https://www.semanticscholar.org/paper/f0b25f570598ea2e28d5f5e660fde563fe95d36a,구리 코팅 유리기판 LiDAR 프런트엔드의 열·기계 거동을 다중물리 해석과 실험 특성화로 대조했다.,
2023,S20-07,adjacent,Investigation of Acceleration Factors for SnAgCu-Bi Solder Joints Under Various Temperature Cycling Test Conditions,Session 20 - Automotive/Board-Level Reliability,"Choongpyo Jeon, Youngsung Choi, Kwangwon Seo, Keunho Rhew, Jinsoo Bae, Yuchul Hwang - Samsung Electronics Co., Ltd.; Hyunsik Jeong - Hanyang University",10.1109/ectc51909.2023.00146,https://doi.org/10.1109/ectc51909.2023.00146,https://www.semanticscholar.org/paper/43038479c3bf459b006a657d130f4f70aa2bd9b3,서로 다른 온도사이클 조건에서 SAC-Bi 솔더 조인트의 수명·파손 결과를 비교해 시험 가속계수를 도출했다.,
2023,S22-03,core,A Technical Review on State of the Art In-Plane and Out-of-Plane Deformation Measurement Techniques for Microelectronic Packages,Session 22 - Large Substrate Process Integration Challenges,"Karthik Arun Deo, Yangyang Lai, Junbo Yang, Jong Hwan Ha, Pengcheng Yin, Seungbae Park - Binghamton University",10.1109/ectc51909.2023.00305,https://doi.org/10.1109/ectc51909.2023.00305,https://www.semanticscholar.org/paper/f5bb41a3456eaa76834de5c3ee247250e9dd4c9a,"마이크로전자 패키지의 면내·면외 변형을 재는 대표 기법들의 원리, 분해능, 적용 한계와 선택 기준을 체계적으로 비교했다.",
2023,S22-06,core,Package Warpage of Whole Strip Evaluation with Interface Analysis in the Flip-Chip Die Bonding Process,Session 22 - Large Substrate Process Integration Challenges,"Ian Ho, Po-Yu Liao, Teny Shih, Andrew Kang, Yu-Po Wang - Siliconware Precision Industries Co., Ltd.",10.1109/ectc51909.2023.00158,https://doi.org/10.1109/ectc51909.2023.00158,https://www.semanticscholar.org/paper/bf387c8afa33b5c2c77ec1dc745096e0c4961b5a,플립칩 다이 본딩 공정에서 스트립 전체 워페이지를 측정하고 계면 구조·재료 요인과 연결해 공정 변형을 평가했다.,
2023,S23-02,core,3D Defect Detection and Metrology of HBMs Using Semi-Supervised Deep Learning,"Session 23 - Next Generation Quantum, AI, and Secure System Design","Ramanpreet Pahwa, Richard Chang, Jie Wang, Ziyuan Zhao, Chuan Sheng Foo, Xun Xu, Lile Cai, Kangkang Lu - Institute for Infocomm Research A*STAR; Sharon Lim, Ser Choong Chong, Vempati Srinivasa Rao - Institute of Microelectronics A*STAR",10.1109/ectc51909.2023.00161,https://doi.org/10.1109/ectc51909.2023.00161,https://www.semanticscholar.org/paper/282334fc2be49e5fafecdbed9ac1899e75edcc4c,적은 라벨만으로 학습하는 반지도 딥러닝을 3D HBM 영상에 적용해 결함 검출과 치수 계측을 동시에 수행했다.,
2023,S23-07,adjacent,Characterizations of Indium Interconnects for 3D Quantum Assemblies,"Session 23 - Next Generation Quantum, AI, and Secure System Design","Celine Feautrier, Edouard Deschaseaux, Alain Gueugnot, Jean Charbonnier, Aurelia Plihon, Ludovic Dupre, Franck Henry, Frederic Berger, Antoine Pagot, Sebastien Renet, Olivier Mailliart, Candice Thomas - CEA-LETI",10.1109/ectc51909.2023.00166,https://doi.org/10.1109/ectc51909.2023.00166,https://www.semanticscholar.org/paper/1e64da755881b701a35fe06dbed984faa6806333,"3D 양자 어셈블리용 인듐 인터커넥트의 접합 형상, 전기적 연결성과 저온 적용 특성을 측정했다.",
2023,S26-06,adjacent,Effects of Twin Boundary and Precipitates on Board Level Reliability in Sn-Ag-Cu (SAC) Solder Joints Through EBSD Analysis,Session 26 - Materials Reliability,"DalJin Yoon, Byoungdo Lee, Jihye Kim, Sungho Hyun, Gyujei Lee, Kangwook Lee - SK hynix, Inc.",10.1109/ectc51909.2023.00186,https://doi.org/10.1109/ectc51909.2023.00186,https://www.semanticscholar.org/paper/1e59f732fb5b7ed8a6bc33713597ae7f95ac8cc6,EBSD로 SAC 솔더의 쌍정경계·석출물과 결정방향을 지도화해 보드 신뢰성 차이의 미세조직 원인을 분석했다.,
2023,S27-01,adjacent,0.5 µm Pitch Next Generation Hybrid Bonding with High Alignment Accuracy for 3D Integration,Session 27 - Next Generation Wafer-to-Wafer Copper Bonding,"Christopher Netzband, Kevin Ryan, Ilseok Son, Hirokazu Aizawa - TEL Technology Center, America, LLC; Nathan Ip, Yuji Mimura, Xuemei Chen - Tokyo Electron America, Inc.",10.1109/ectc51909.2023.00188,https://doi.org/10.1109/ectc51909.2023.00188,https://www.semanticscholar.org/paper/84f4aebe897579f6a285fd010b53bc07ec58ffe6,0.5 µm 피치 하이브리드 본딩의 정렬 오차와 전기적 접속 결과를 측정해 초미세 3D 적층 공정을 검증했다.,
2023,S27-03,adjacent,0.5 µm Pitch Wafer-to-Wafer Hybrid Bonding with SiCN Bonding Interface for Advanced Memory,Session 27 - Next Generation Wafer-to-Wafer Copper Bonding,"Kai Ma, Nikos Bekiaris, Sesh Ramaswami - Applied Materials, Inc.; Taotao Ding, Juergen Burggraf, Gernot Probst, Thomas Uhrmann - EV Group, Inc.",10.1109/ectc51909.2023.00190,https://doi.org/10.1109/ectc51909.2023.00190,https://www.semanticscholar.org/paper/20afaece73783eddf4c6901d86fcd57941f9b197,SiCN 계면의 0.5 µm 피치 W2W 본딩을 전기 검사와 비파괴·단면 분석으로 확인해 메모리 적층 수율을 평가했다.,
2023,S27-04,adjacent,Fine-Pitch 30 µm Cu-Cu Bonding Using Electroless Nano-Ag,Session 27 - Next Generation Wafer-to-Wafer Copper Bonding,"Hsiang-Wei Tsai, Yung-Sheng Lin, Chun-Wei Chiang, Yun-Ching Hung, Chin-Li Kao, Ping-Hung Hsieh, I-Ting Lin, Chih-Yuan Hsu - Advanced Semiconductor Engineering, Inc.",10.1109/ectc51909.2023.00191,https://doi.org/10.1109/ectc51909.2023.00191,https://www.semanticscholar.org/paper/7afc3b80dabe04ceb95deab2f28e83707d449ec4,무전해 나노은을 이용한 30 µm Cu-Cu 본딩 계면을 현미경·전기·강도 시험으로 특성화했다.,
2023,S28-03,adjacent,Alignment Through Thick Si Layer for High Resolution Patterning on Bonded Wafers with Tight Overlay Margin Using Immersion Lithography,"Session 28 - Process Enhancements in 3D, FOWLP, and TSV Technologies","Arvind Sundaram, Chin Khang Tew, Guo Wei Tan, Hongyu Li, Nandini Venkataraman, Yuan-Hsing Fu, Chandra Rao Bhesetti, Navab Singh - Institute of Microelectronics A*STAR",10.1109/ectc51909.2023.00197,https://doi.org/10.1109/ectc51909.2023.00197,https://www.semanticscholar.org/paper/30f61af46a99b15086bc8b9eb506fac814d71ea3,두꺼운 Si를 통과하는 정렬과 immersion lithography를 결합해 본딩 웨이퍼의 미세 패턴 오버레이 마진을 검증했다.,
2023,S29-07,adjacent,Thermal Characterization of 3-D Stacked Heterogeneous Integration (HI) Package for High-Power Computing Applications,Session 29 - AI-based Prediction for Heterogeneous Integration and Advanced Packaging,"Aakrati Jain, Sathya Raghavan, Prabudhya Roy Chowdhury, Mukta Ghate Farooq, Arvind Kumar, Katsuyuki Sakuma - IBM Research; Risa Miyazawa - IBM Research, Tokyo",10.1109/ectc51909.2023.00208,https://doi.org/10.1109/ectc51909.2023.00208,https://www.semanticscholar.org/paper/7a1b66dd73627d9e0854283b318af0f426a98624,3D 적층 이종집적 패키지의 온도 분포와 열저항을 실험·모델로 특성화해 고전력 컴퓨팅 열설계를 평가했다.,
2023,S30-02,adjacent,Effects of High-Temperature Exposure on the Thermo-Mechanical Behavior of Epoxy Molding Compound and Warpage of Molded Wafers,Session 30 - Trends in Encapsulants and Low Dk/Df Dielectrics,"Junmo Kim, Myoung Song, Chang-Yeon Gu, Min Sang Ju, Taek-Soo Kim - Korea Advanced Institute of Science and Technology; Sung Woo Ma, Jin Hee Lee, Woong-Sun Lee - SK hynix, Inc.",10.1109/ectc51909.2023.00210,https://doi.org/10.1109/ectc51909.2023.00210,https://www.semanticscholar.org/paper/3d05911ff04b481f03d8528d7b2c03bdcc09e64f,고온 노출 전후 EMC의 열기계 물성을 측정하고 몰드 웨이퍼 워페이지 변화와 연결했다.,
2023,S32-03,adjacent,Investigation of Cure Kinetics of Advanced Epoxy Molding Compound Using Dynamic Heating Scan: An Overlooked Second Reaction,Session 32 - Thermo-Mechanical Modelling and Characterization,"Ran Tao, Aaron M. Forster - National Institute of Standards and Technology; Sukrut Prashant Phansalkar, Bongtae Han - University of Maryland",10.1109/ectc51909.2023.00225,https://doi.org/10.1109/ectc51909.2023.00225,https://www.semanticscholar.org/paper/1463cb66a3bc4ba2ffb70226b769118938765b3c,동적 가열 스캔으로 고급 EMC의 경화 반응을 분해해 기존 분석에서 놓친 두 번째 반응과 공정 영향을 확인했다.,
2023,S32-05,core,Improving Warpage Characterization of Large Wafers in Fan-Out Packaging Technology,Session 32 - Thermo-Mechanical Modelling and Characterization,"Saskia Gesche Huber, Andreas Stegmaier, Marius van Dijk, Nina Nguyen, Ole Hoelck, Olaf Wittler, Martin Schneider-Ramelow - Fraunhofer IZM",10.1109/ectc51909.2023.00227,https://doi.org/10.1109/ectc51909.2023.00227,https://www.semanticscholar.org/paper/947c47f30cd981ec5dda1f952da196843c521fe7,팬아웃 대구경 웨이퍼의 실제 열·공정 변형을 더 정확히 포착하도록 워페이지 측정과 모델 상관 절차를 개선했다.,
2023,S32-07,adjacent,Fan-Out Embedded Bridge with TSV(FO-EB-T) Package Characterization and Evaluation,Session 32 - Thermo-Mechanical Modelling and Characterization,"Vito Lin, Andrew Kang, Yu-Po Wang - Siliconware Precision Industries Co., Ltd.",10.1109/ectc51909.2023.00229,https://doi.org/10.1109/ectc51909.2023.00229,https://www.semanticscholar.org/paper/10ceaddd0bb9915c4d35ef3d111868d142b5c13f,FO-EB-T 패키지의 구조·열기계·전기 성능을 실측과 해석으로 종합 평가했다.,
2023,S34-02,adjacent,Contamination-Free Cu/SiCN Hybrid Bonding Process Development for Sub-µm Pitch Devices with Enhanced Bonding Characteristics,"Session 34 - Bonding Assembly - Novel Packaging, Process, and Characterization","Seung Ho Hahn, Wooyoung Kim, Donggap Shin, Yongin Lee, Sumin Kim, Wonyoung Choi, Kyeongbin Lim, Bumki Moon, Minwoo Rhee - Samsung Electronics Co., Ltd.-Mechatronics Research",10.1109/ectc51909.2023.00238,https://doi.org/10.1109/ectc51909.2023.00238,https://www.semanticscholar.org/paper/f11554fe2668925956f410b2bd5f76b84b327da5,오염을 줄인 서브마이크론 Cu/SiCN 본딩을 단면·계면·전기 특성으로 확인해 공정 품질을 검증했다.,
2023,S34-04,core,Critical Dimension Scatterometry as a Scalable Solution for Hybrid Bonding Pad Recess Metrology,"Session 34 - Bonding Assembly - Novel Packaging, Process, and Characterization","Haris K. Niazi, Botao Zhang, Xavier F. Brun, Xavier F. Brun - Intel Corporation; Krishnan Shankar - KLA Corporation",10.1109/ectc51909.2023.00240,https://doi.org/10.1109/ectc51909.2023.00240,https://www.semanticscholar.org/paper/f3202e975401993d70bfd75126bd56e528222c3a,하이브리드 본딩 패드 리세스를 비파괴·고처리량으로 재기 위해 임계치수 산란계측을 적용하고 기준 계측과 상관성을 검증했다.,
2023,S34-05,adjacent,A Study of SiCN Wafer-to-Wafer Bonding and Impact of Wafer Warpage,"Session 34 - Bonding Assembly - Novel Packaging, Process, and Characterization","Serena Iacovo, Oguzhan Orkut Okudur, Koen D’Have, Johan Meersschaut, Liesbeth Witters, Thierry Conard, Alain Phommahaxay, Steven Brems, Gerald Beyer, Eric Beyne - imec; Thomas Uhrmann, Thomas Plach - EV Group, Inc.",10.1109/ectc51909.2023.00241,https://doi.org/10.1109/ectc51909.2023.00241,https://www.semanticscholar.org/paper/c0299978914268c57a6ef16c5dc001dfa355c816,SiCN W2W 본딩에서 웨이퍼 워페이지가 접촉·접합 결과에 미치는 영향을 형상 측정과 본딩 평가로 분석했다.,
2023,S35-03,adjacent,Development of PMUT Array Packaging from Characterisation Prototypes to Customer Samples,Session 35 - Packaging and Materials for Flexible Medical Technologies,"Mark Andrew Shaw, Domenico Giusti, Fabio Quaglia, Alex Gritti - STMicroelectronics; Gerald Klug, Hitoshi Hoshino - DISCO HiTec Europe; Vempati Srinivasa Rao, Dutta Rahul, David Ho Soon Wee - Institute of Microelectronics A*STAR; Hideyuki Sandoh, Masatoshi Wakahara - DISCO Corporation; Alessandro Savoia - Roma Tre University",10.1109/ectc51909.2023.00246,https://doi.org/10.1109/ectc51909.2023.00246,https://www.semanticscholar.org/paper/e55b7aab3573167f2419607f554f4cff7d2b0123,PMUT 어레이 패키징을 시제품에서 고객 샘플 단계로 확장하며 음향·전기·조립 특성을 비교했다.,
2023,S36-03,adjacent,Embedded mm-Wave Chiplet Based Module Using Fused-Silica Stitch-Chip Technology: RF Characterization and Thermal Evaluation,"Session 36 - RF, Heterogeneous, and Chiplet Modules","Ting Zheng, Madison Manley, Muhannad S. Bakir - Georgia Institute of Technology",10.1109/ectc51909.2023.00253,https://doi.org/10.1109/ectc51909.2023.00253,https://www.semanticscholar.org/paper/58e109abaa033af31e78718821b36ddbe80bd851,융합실리카 stitch-chip 기반 mmWave 모듈의 RF 인터커넥트와 열 성능을 측정·해석했다.,
